TAG,ID,ID_ORG,ORGANISATION,ADDRESS,LOCATION,STATE,POSTCODE,REGION,PHONE,TOLLFREE,MOBILE,FAX,EMAIL,WEBSITE,CATEGORIES,ANZSIC_CODE,ANZSIC_DESCRIPTION
ABS,30244,11530247,David Jones Men's Hair Salon,1st Floor Market St Store Market St,Sydney,NSW,2000,SYDNEY,02 92665264,,,,jtanios@bigpond.net.au,,Hair,9511,Hairdressing and Beauty Services
ABS,30280,11530283,Day Spa Sydney (The),89-113 Kent St,Sydney,NSW,2000,SYDNEY,02 82485250,,,,tlsyd.info@langhamhotels.com,www.langhamhotels.com,Massage and Spa,9511,Hairdressing and Beauty Services
ABS,30445,11530448,Detail For Men,Shop 3 6 O''Connell St,Sydney,NSW,2000,SYDNEY,02 92315999,,,,info@detailformen.com,www.detailformen.com,Hair,9511,Hairdressing and Beauty Services
ABS,30446,11530449,Detail Woman,8 Spring St,Sydney,NSW,2000,SYDNEY,02 92519966,,,,info@detailwoman.com,www.detailwoman.com/,Beauty,9511,Hairdressing and Beauty Services
ABS,30869,11530872,Dream Reflection,,Sydney,NSW,2000,SYDNEY,,,0402 243622,,info@dreamreflection.com.au,www.dreamreflection.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,31040,11531043,Ebony Hair Extensions,Pitt St,Sydney,NSW,2000,SYDNEY,,,0403 741874,,info@ebonyhairextensions.com,www.ebonyhairextensions.com,Hair,9511,Hairdressing and Beauty Services
ABS,31161,11531164,EHE Spa,7 Hickson Rd,The Rocks,NSW,2000,SYDNEY,02 92561633,,,,phsydney.spa@hyatt.com,www.sydney.park.hyatt.com,Massage and Spa,9511,Hairdressing and Beauty Services
ABS,31243,11531246,Ella Rouge Beauty,"Wynyard Centre, Shop G 48-50, Georgie St",Sydney,NSW,2000,SYDNEY,02 92625358,,,,wynyard@ellarouge.com.au,,Beauty,9511,Hairdressing and Beauty Services
ABS,31244,11531247,Ella Rouge Beauty,"Sydney Centrepoint Westfield, Shop 2008, Level 2, 1050/188 Pitt St",Sydney,NSW,2000,SYDNEY,02 92625358,,,,centrepoint@ellarouge.com.au,,Beauty,9511,Hairdressing and Beauty Services
ABS,31245,11531248,Ella Rouge Beauty,"Wynyard Metcentre, Shop G 16c, Cnr George and Margaret Sts",Sydney,NSW,2000,SYDNEY,02 92473555,,,,metcentre@ellarouge.com.au,,Beauty,9511,Hairdressing and Beauty Services
ABS,31246,11531249,Ella Rouge Beauty,"Sydney Central Plaza Westfield, Shop 15, Lower Ground, 450 George St",Sydney,NSW,2000,SYDNEY,02 92390800,,,,sydneycentral@ellarouge.com.au,,Beauty,9511,Hairdressing and Beauty Services
ABS,31266,11531269,Elvis Hair Studio,Harbourside Shopping Centre Shop 241/ 10 Darling Dr,Sydney,NSW,2000,SYDNEY,02 92802190,,,,info@elvishairstudio.com.au,www.elvishairstudio.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,31272,11531275,Elyston Hayden Hair,139 York St,Sydney,NSW,2000,SYDNEY,02 92612031,,,,contact@elystonhaydenhair.com.au,www.elystonhaydenhair.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,31284,11531287,Emilio Boutique,429-481 George St,Sydney,NSW,2000,SYDNEY,02 92611153,,,,emilio@emilio.com.au,www.emilio.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,31427,11531430,Ernest Bonnefoy,28 Lime St,Sydney,NSW,2000,SYDNEY,02 92996221,,,,bonnefoy@bigpond.com,,Hair,9511,Hairdressing and Beauty Services
ABS,31540,11531543,Evolution Laser Clinic,"Stockland Picadilly Shopping Centre, Shop 19/ 210 Pitt St",Sydney,NSW,2000,SYDNEY,02 97124188,,,,fivedock@evolutionlaser.com.au,www.evolutionlaser.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,31611,11531614,Eye Of Envy Hair Extensions,,Sydney,NSW,2000,SYDNEY,,,0411 335077,,info@eyeofenvy.com,www.eyeofenvy.com,Hair,9511,Hairdressing and Beauty Services
ABS,31645,11531648,Face of Man,Watson House Level 10 300 George St,Sydney,NSW,2000,SYDNEY,02 92327138,,,,info@faceofman.com.au,www.faceofman.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,31662,11531665,Fairybeauty,91 Liverpool St,Sydney,NSW,2000,SYDNEY,,,0420 736298,,ferresferres@hotmail.com,www.fairybeauty.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,32328,11532331,Future Cutz Hair Design,Corner Hunter and Elizabeth Street,Sydney,NSW,2000,SYDNEY,02 92300011,,,,officeofhair@bigpond.com,www.officeofhair.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,32605,11532608,Get Threaded,Ground Floor 18/ 273 George St,Sydney,NSW,2000,SYDNEY,,1300 277122,,,admin@getthreadednow.com,www.getthreadednow.com/,Beauty,9511,Hairdressing and Beauty Services
ABS,32665,11532668,Ginger Hair,Centanial Plaza Tower Basement Shop 9 Ground Floor 280 Elizabeth St,Sydney,NSW,2000,SYDNEY,02 92813898,,,,pauline@gingerhair.com.au,www.gingerhair.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,33237,11533240,Hair & Make Up by Rowena,,Sydney,NSW,2000,SYDNEY,,,0412 299168,,allinarow@hotmail.com,www.makeupbyrowena.com,Hair,9511,Hairdressing and Beauty Services
ABS,33238,11533241,Hair @ Wentworth,61 Phillip St,Sydney,NSW,2000,SYDNEY,02 92352162,,,,info@hairatwentworth.com.au,www.hairatwentworth.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,33241,11533244,Hair by Jessica Leanne,6 Netherbyes Way,Sydney,NSW,2000,SYDNEY,,,0415 585285,,jessicapirie@gmail.com,,Hair,9511,Hairdressing and Beauty Services
ABS,33252,11533255,Hair Solutions Sydney London New York,Shop G 10 77 York St,Sydney,NSW,2000,SYDNEY,02 92992664,,,,hairsolutions.sydney@gmail.com,,Hair,9511,Hairdressing and Beauty Services
ABS,33255,11533258,HairFree,424 428 George St,Sydney,NSW,2000,SYDNEY,,1300 424737,,,info@hairfreeplus.com.au,www.hairremovalbyhairfree.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,33508,11533511,Healthpac Medical Centre,Lower Ground 59 Goulburn St,Sydney,NSW,2000,SYDNEY,02 92829725,,,02 92829721,info@healthpac.com.au,www.healthpac.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,33931,11533934,"How-to Beauty Tips, Advice, Celebrity Beauty Secrets - Rouge Mag Australia",,Sydney,NSW,2000,SYDNEY,,,0435 820093,,Rougemagmedia@gmail.com,www.rougemag.com.au/,Beauty,9511,Hairdressing and Beauty Services
ABS,34181,11534184,Illusion Hair,Shop 5/ 61-79 Quay St,Haymarket,NSW,2000,SYDNEY,02 80846676,,,,illusionhair.art@gmail.com,,Hair,9511,Hairdressing and Beauty Services
ABS,34393,11534397,Instyle Hair Artistry Pty Ltd,Market City/ R 1.19/ Hay St,Haymarket,NSW,2000,SYDNEY,02 92819088,,,,instylehair2014@hotmail.com,,Hair,9511,Hairdressing and Beauty Services
ABS,34562,11534566,"IPL, RF, Laser beauty equipments",Park Street St,Sydney,NSW,2000,SYDNEY,02 67619636,,,,zcjzcj45@sina.com,www.neugoal.com,Beauty,9511,Hairdressing and Beauty Services
ABS,35134,11535138,Kamil's Hairdressing,"Shop 20, Piccadilly Arcade, 210 Pitt St Sydney",Sydney,NSW,2000,SYDNEY,02 92337774,,,,kamilshairdressing@hotmail.com,www.kamilshairdressing.com,Hair,9511,Hairdressing and Beauty Services
ABS,35173,11535177,Karl Azzi Hairdressers,Shp 2015/188 Pitt Street Mall,Sydney,NSW,2000,SYDNEY,02 92219404,,,,info@karlazzi.com,www.karlazzi.com,Hair,9511,Hairdressing and Beauty Services
ABS,35408,11535412,Know Your Own Skin,Level 13 338 Pitt St,Sydney,NSW,2000,SYDNEY,02 92680242,,,,jay@knowyourownskin.com.au,www.knowyourownskin.com.au/,Beauty,9511,Hairdressing and Beauty Services
ABS,35610,11535614,Laser Hair Removal by Sia Sydney,2001/ 109 Pitt St,Sydney,NSW,2000,SYDNEY,02 92320626,,,,info@laserhairremovalbysia.com.au,www.laserhairremovalbysia.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,35616,11535620,Lash Blossom,Level 1 Suite 109 147 King St,Sydney,NSW,2000,SYDNEY,,,0415 706836,,eyelashblossom@gmail.com,www.lashblossom.com,Beauty,9511,Hairdressing and Beauty Services
ABS,35622,11535626,L'atelier,Shop 7/ 352 Sussex St,Sydney,NSW,2000,SYDNEY,02 80406828,,,,latelierbykn1207@gmail.com,,Hair,9511,Hairdressing and Beauty Services
ABS,35939,11535943,Liquid Sun Spray Tanning,171 Gloucester St,The Rocks,NSW,2000,SYDNEY,,,0423 251135,,dburton2010@live.com.au,,Solarium and Tanning,9511,Hairdressing and Beauty Services
ABS,36059,11536063,Lo'Sasso Nicholas Hair & Beauty Salon,Lvl 5/ 424-428 George St,Sydney,NSW,2000,SYDNEY,02 92325156,,,,nlosasso57@gmail.com,www.nicholaslosassohairandbeauty.com,Hair,9511,Hairdressing and Beauty Services
ABS,36402,11536406,Manipulate Hair Studio,Ground Floor 1/ 152 Clarence St,Sydney,NSW,2000,SYDNEY,02 92990707,,,,info@manipulatehair.com.au,www.manipulatehair.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,37417,11537421,MOHS HAIR & BEAUTY,Shop 1/ 21 Nurses Walk,The Rocks,NSW,2000,SYDNEY,,,0405 907137,,mohsrocks@yahoo.com.au,www.mohsrocks.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,37812,11537816,Mystique Beauty Bar,Shop 463-464/ Hay St,Sydney,NSW,2000,SYDNEY,,,0401 855700,,rupi_rupika@yahoo.co.in,www.mystiquebeautybar.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,37813,11537817,Mystique Beauty Bar,Paddy''s Markets,Sydney,NSW,2000,SYDNEY,,,0423 616053,,mystiquebeautybar@gmail.com,www.mystiquebeautybar.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,37849,11537853,Nail Candi,,Sydney,NSW,2000,SYDNEY,,,0415 560057,,kerri22@fsmail.net,,Beauty,9511,Hairdressing and Beauty Services
ABS,37929,11537933,Native Beauty & Hair,Shop 3 Tower 2 201 Sussex St,Sydney,NSW,2000,SYDNEY,02 95199575,,,,native_beauty@bigpond.com,www.nativebeauty.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,39330,11539334,Permanence,"Suite 5, Level 3, 428 George St",Sydney,NSW,2000,SYDNEY,02 92218594,,,,info@permanence.com.au,www.permanence.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,39334,11539338,Permanence Electrolysis,"Dymocks Building, Suite 5, Level 3, 428 George St",Sydney,NSW,2000,SYDNEY,02 97191391,,,,noreen@permanence.com.au,www.permanence.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,39542,11539546,Pierre Haddad Hair Management,Chifley Plaza Bent St,Sydney,NSW,2000,SYDNEY,02 92353500,,,,info@pierrehaddad.com,www.pierrehaddad.com,Hair,9511,Hairdressing and Beauty Services
ABS,40301,11540305,Quintessential Health & Beauty Centre,Suite 405/ Level 4/ 250 Pitt St,Sydney,NSW,2000,SYDNEY,,,0407 286186,,quinthealthbeauty@yahoo.com.au,www.qhealthbeauty-911.com,Beauty,9511,Hairdressing and Beauty Services
ABS,40650,11540654,Renya Xydis City,172 Castlereagh St,Sydney,NSW,2000,SYDNEY,02 92648888,,,,renyaxydiscity@valonz.com.au,www.valonz.com.au/salons/renya-xydis-city/,Hair,9511,Hairdressing and Beauty Services
ABS,40687,11540691,Results Laser Hair Removal Clinic,Suite 101 Level 1 280 George St,Sydney,NSW,2000,SYDNEY,02 92234088,1300 722432,,,info@resultslaserclinic.com.au,www.resultslaserclinic.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,41204,11541208,Sabby Hair Boutique,Shop 4/ 50 Hunter St,Sydney,NSW,2000,SYDNEY,02 92390899,,,,enquiries@sabbyhairboutique.com.au,www.sabbyhairboutique.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,41380,11541384,Savvy Hair Boutique - Hair Salon Sydney,Shop 4/ 50 Hunter St,Sydney,NSW,2000,SYDNEY,02 92390988,,,,enquiries@savvyhairboutique.com.au,www.savvyhairboutique.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,41509,11541513,Sebastian Salons,Level 9 117 Macquarie St,Sydney,NSW,2000,SYDNEY,02 92472083,,,,sebastian@sebastiansalons.com.au,www.sebastiansalons.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,42204,11542208,Solace,The Grace Hotel 77 York St,Sydney,NSW,2000,SYDNEY,02 92332961,,,,bookingsolace@gmail.com,www.solacehair.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,42308,11542312,Spa & Sport Sydney,Level 10/ 68 Market St,Sydney,NSW,2000,SYDNEY,02 92387777,,,,spasport.sydney@swissotel.com,www.cityspaandsport.com.au,Massage and Spa,9511,Hairdressing and Beauty Services
ABS,43091,11543096,Sydney Barber Shops Pty Ltd,GrndFlr/ 142 Clarence St,Sydney,NSW,2000,SYDNEY,,,0416 574461,,sydneybarbershops@hotmail.com,www.sydneybarbershops.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,43238,11543243,Sydney Eyelashes,Ground Floor 77 York St,Sydney,NSW,2000,SYDNEY,,,0430 410113,,kate@sydneyeyelashes.com.au,www.SydneyEyelashes.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,43326,11543331,Sydney Lashes,135 137 Macquarie St,Sydney,NSW,2000,SYDNEY,,,0431 025604,,info@sydneylashes.com.au,,Beauty,9511,Hairdressing and Beauty Services
ABS,43915,11543920,V Beauty International,Level 3 95 Bathurst St,Sydney,NSW,2000,SYDNEY,02 89644998,,,,vbeauty810@gmail.com,,Beauty,9511,Hairdressing and Beauty Services
ABS,44340,11544345,Sydney Wedding Makeup Artistry,22 Margaret St,Sydney,NSW,2001,SYDNEY,,,0406 212050,,sarahsponberg@gmail.com,www.sydneyweddingmakeupartistry.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,44738,11544743,Collagen Treatment,37 Bay St,Broadway,NSW,2007,SYDNEY,02 95526277,,,,advice@heberdavis.com.au,,Beauty,9511,Hairdressing and Beauty Services
ABS,44865,11544870,Ella Bache Broadway,"L 1, Shop 108 1 Bay St The Broadway Centre Broadway",Broadway,NSW,2007,SYDNEY,02 92118102,,,,ebbroadway@optusnet.com.au,www.ellabache.com.au/broadway,Beauty,9511,Hairdressing and Beauty Services
ABS,46070,11546075,I YOU STUDIO,Ste 9/ 822 George St,Chippendale,NSW,2008,SYDNEY,,,0420 377041,,info@iyoustudio.com,www.iyoustudio.com/,Beauty,9511,Hairdressing and Beauty Services
ABS,46509,11546514,Asian Hair & Makeup,,Pyrmont,NSW,2009,SYDNEY,,,0406 922891,,info@asianhairandmakeup.com.au,www.asianhairandmakeup.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,46658,11546663,Cheeky's Hair Studio,147/ 313 Harris St,Pyrmont,NSW,2009,SYDNEY,02 95185999,,,,zacharias.sara68@gmail.com,,Hair,9511,Hairdressing and Beauty Services
ABS,47042,11547047,Madame Korner,One Union Sq,Pyrmont,NSW,2009,SYDNEY,02 95189979,,,02 95189989,mkorners@aol.com,www.madamekorner.com,Beauty,9511,Hairdressing and Beauty Services
ABS,47104,11547109,navilash (eyelash extension&waxing),115A Harris St,Pyrmont,NSW,2009,SYDNEY,,,0450 882667,,navilash@yahoo.com.au,,Beauty,9511,Hairdressing and Beauty Services
ABS,47163,11547168,Panpuri Organic Spa Sydney,55 Miller St,Pyrmont,NSW,2009,SYDNEY,02 96601916,,,,reservation@panpuriorganicspa.com.au,www.panpuriorganicspa.com.au,Massage and Spa,9511,Hairdressing and Beauty Services
ABS,47305,11547310,Salon 27,194 Harris St,Pyrmont,NSW,2009,SYDNEY,02 95719678,,,,info@salon27.com.au,,Hair,9511,Hairdressing and Beauty Services
ABS,47381,11547386,Styling Station,243 Pyrmont St,Pyrmont,NSW,2009,SYDNEY,,,0418 471175,,katie@stylingstation.com.au,www.stylingstation.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,47429,11547434,Taboo Hair Studio,Shop 1/ 104 Pyrmont St,Pyrmont,NSW,2009,SYDNEY,02 96604666,,,,taboohairstudios@hotmail.com.au,,Hair,9511,Hairdressing and Beauty Services
ABS,47521,11547526,Vinci Hair Clinic,1 Union St,Pyrmont,NSW,2009,SYDNEY,02 89166144,,,,ken@vincihairlcinic.com,www.vinciscalppigmentation.com,Beauty,9511,Hairdressing and Beauty Services
ABS,47758,11547763,Aleisha-Jane Beauty,340 Crown St,Surry Hills,NSW,2010,SYDNEY,02 93313236,,,,info@aleisha-jane.com.au,www.aleisha-jane.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,47762,11547767,alexpfjackson Hair and Make up,Level 1 397 Liverpool St,Darlinghurst,NSW,2010,SYDNEY,,,0403 217122,,alexpfjackson@gmail.com,www.alexpfjackson-hairandmakeup.com,Hair,9511,Hairdressing and Beauty Services
ABS,48070,11548075,Babi Colour Lounge,185 Crown St,Darlinghurst,NSW,2010,SYDNEY,,,0406 982570,,babicolourlounge@hotmail.com,www.babicolourlounge.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,48343,11548348,Brow Guy,Suite 8/ 596 Crown St,Surry Hills,NSW,2010,SYDNEY,,,0410 520440,,MyBrowGuy@hotmail.com,www.BrowGuy.com,Beauty,9511,Hairdressing and Beauty Services
ABS,48362,11548367,Budget Safe Haircut,Shop 2 84-86 Mary St,Surry Hills,NSW,2010,SYDNEY,,,0422 661441,,marwan_dawood@yahoo.com.au,,Hair,9511,Hairdressing and Beauty Services
ABS,48428,11548433,caitlin coleman hairdressing,672 Bourke St,Surry Hills,NSW,2010,SYDNEY,,,0412 021700,,caitlin@caitlincolemanhairdressing.com,www.caitlincolemanhairdressing.com,Hair,9511,Hairdressing and Beauty Services
ABS,48432,11548437,California Nails,Oxford Square Shop 25/ 61-65 Oxford St,Darlinghurst,NSW,2010,SYDNEY,02 92830830,,,,yenlinh21@yahoo.com.au,,Nails,9511,Hairdressing and Beauty Services
ABS,48612,11548617,Chops N Charlie,6 Stanley St,Darlinghurst,NSW,2010,SYDNEY,02 80659910,,,,chopsncharlie@gmail.com,www.chopsncharlie.com,Hair,9511,Hairdressing and Beauty Services
ABS,48629,11548634,Ciao Bella Salon,Suite 6 Lower Ground 32A Oxford St,Darlinghurst,NSW,2010,SYDNEY,,,,,enquiry@ciaobellabeautysalons.com.au,www.ciaobellaonline.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,48630,11548635,Ciao Bella Salon,"Suite 2, Level 1, 32a Oxford Street",Darlinghurst,NSW,2010,SYDNEY,02 93610612,,,,inaclow@hotmail.com,www.ciaobellaonline.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,48690,11548695,Coder Factory,91 Campbell St,Surry Hills,NSW,2010,SYDNEY,,1300 884095,,,info@thecoderfactory.com,www.coderfactory.co,Beauty,9511,Hairdressing and Beauty Services
ABS,48906,11548911,Dario Salon,36 Kings Lane,Darlinghurst,NSW,2010,SYDNEY,02 93802246,,,,salon@dario.com.au,www.dcieducation.com,Hair,9511,Hairdressing and Beauty Services
ABS,49046,11549051,District Salon,352 Bourke St,Surry Hills,NSW,2010,SYDNEY,02 93318635,,,,hello@districtsalon.com.au,www.districtsalon.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,49063,11549068,Dollface Beauty,187 Crown St,Darlinghurst,NSW,2010,SYDNEY,,,0401 704901,,info@dollfacebeauty.com.au,www.dollfacebeauty.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,49213,11549218,Eloura Lifestyle Salon & Spa,507 Crown St,Surry Hills,NSW,2010,SYDNEY,02 83993814,,,,info@elouralifestyle.com.au,www.elouralifestyle.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,49361,11549366,Fiona Hay,1/ 255 Riley St,Surry Hills,NSW,2010,SYDNEY,02 92127516,,,,enquiries@fionahay.com,www.fionahay.com,Nails,9511,Hairdressing and Beauty Services
ABS,49556,11549561,Ginardi Hair,314 Bourke Street Taylor Square,Surry Hills,NSW,2010,SYDNEY,02 93315911,,,,ginardihair@bigpond.com,www.ginardihair.com/,Hair,9511,Hairdressing and Beauty Services
ABS,49668,11549673,Hair By Christos,102 Oxford St,Darlinghurst,NSW,2010,SYDNEY,,,0411 363609,,christoshair@hotmail.com,,Hair,9511,Hairdressing and Beauty Services
ABS,49670,11549675,Hair By Jorge Alfaro,Studio 3/ 220 Liverpool St,Darlinghurst,NSW,2010,SYDNEY,02 83540544,,,,jorge@jorgealfaro.com,www.jorgealfaro.com,Hair,9511,Hairdressing and Beauty Services
ABS,49671,11549676,Hair By Sa,Shop 2/ 256 Crown St,Darlinghurst,NSW,2010,SYDNEY,02 93571140,,,,hairbysa@gmail.com,www.hairbysa.com,Hair,9511,Hairdressing and Beauty Services
ABS,50021,11550026,jake mccall,69 Stanley St,Darlinghurst,NSW,2010,SYDNEY,,,0401 207895,,jake.a.mccall@gmail.com,,Hair,9511,Hairdressing and Beauty Services
ABS,50097,11550102,Just Spa&Nails,318 Bourke St,Surry Hills,NSW,2010,SYDNEY,02 80416813,,,,justspaandnails@gmail.com,,Nails,9511,Hairdressing and Beauty Services
ABS,50191,11550196,Kiti Katto,331 South Dowling St,Darlinghurst,NSW,2010,SYDNEY,02 80658595,,,,kat@kitikatto.com,www.kitikatto.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,50331,11550336,Lily Jackson Hair & Makeup,Level 1/ 227 Victoria St,Darlinghurst,NSW,2010,SYDNEY,02 93608708,,,,mail@lilyjackson.com.au,www.lilyjackson.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,50457,11550462,Makeup by Milla,60 Sophia St,Surry Hills,NSW,2010,SYDNEY,02 80066775,,,,hello@bymilla.com,www.bymilla.com,Beauty,9511,Hairdressing and Beauty Services
ABS,50479,11550484,Mankind,425 Crown St,Surry Hills,NSW,2010,SYDNEY,02 90810222,,,,info@mankind.com.au,www.mankind.com.au,Beauty,9511,Hairdressing and Beauty Services
ABS,50628,11550633,Michael.Geoffrey.Jardine.Hair.Design,10A Fitzroy Pl,Surry Hills,NSW,2010,SYDNEY,,,0415 917540,,jardinemichael@yahoo.com,www.michaelgjardinehairdesign.vpweb.com.au,Hair,9511,Hairdressing and Beauty Services
ABS,50642,11550647,Millk Medi Spa,Lvl 1 / 177 Oxford St,Darlinghurst,NSW,2010,SYDNEY,02 83540318,,,,peter@millkstudios.com,www.millkstudios.com,Massage and Spa,9511,Hairdressing and Beauty Services
ABS,50658,11550663,Minx Hair Studio,729 Bourke St,Surry Hills,NSW,2010,SYDNEY,02 93193989,,,,minxhairstudio@gmail.com,www.minxhairstudio.com,Hair,9511,Hairdressing and Beauty Services
